data_hora,moeda,preco
16/06/2026 19:04:25,USD,5.1031
16/06/2026 19:04:25,EUR,5.92066
16/06/2026 19:04:25,BTC,335048.0
16/06/2026 19:04:31,USD,5.1031
16/06/2026 19:04:31,EUR,5.92066
16/06/2026 19:04:31,BTC,335048.0
16/06/2026 19:04:36,USD,5.1031
16/06/2026 19:04:36,EUR,5.92066
16/06/2026 19:04:36,BTC,335048.0
16/06/2026 19:04:42,USD,5.1031
16/06/2026 19:04:42,EUR,5.92066
16/06/2026 19:04:42,BTC,335048.0
16/06/2026 19:04:47,USD,5.1031
16/06/2026 19:04:47,EUR,5.92066
16/06/2026 19:04:47,BTC,335048.0
16/06/2026 19:11:19,USD,5.1031
16/06/2026 19:11:19,EUR,5.92066
16/06/2026 19:11:19,BTC,335048.0
16/06/2026 19:11:25,USD,5.1029
16/06/2026 19:11:25,EUR,5.92066
16/06/2026 19:11:25,BTC,335032.0
16/06/2026 19:11:30,USD,5.1029
16/06/2026 19:11:30,EUR,5.92066
16/06/2026 19:11:30,BTC,335032.0
16/06/2026 19:11:36,USD,5.1029
16/06/2026 19:11:36,EUR,5.92066
16/06/2026 19:11:36,BTC,335032.0
16/06/2026 19:11:42,USD,5.1029
16/06/2026 19:11:42,EUR,5.92066
16/06/2026 19:11:42,BTC,335032.0
16/06/2026 19:11:48,USD,5.1029
16/06/2026 19:11:48,EUR,5.92066
16/06/2026 19:11:48,BTC,335032.0
16/06/2026 19:11:53,USD,5.1029
16/06/2026 19:11:53,EUR,5.92066
16/06/2026 19:11:53,BTC,335032.0
16/06/2026 19:11:59,USD,5.1029
16/06/2026 19:11:59,EUR,5.92066
16/06/2026 19:11:59,BTC,335032.0
16/06/2026 19:12:05,USD,5.1029
16/06/2026 19:12:05,EUR,5.92066
16/06/2026 19:12:05,BTC,335032.0
16/06/2026 19:12:10,USD,5.1029
16/06/2026 19:12:10,EUR,5.92066
16/06/2026 19:12:10,BTC,335032.0
16/06/2026 19:12:16,USD,5.1029
16/06/2026 19:12:16,EUR,5.92066
16/06/2026 19:12:16,BTC,335032.0
16/06/2026 19:12:21,USD,5.1029
16/06/2026 19:12:21,EUR,5.92066
16/06/2026 19:12:21,BTC,335032.0
16/06/2026 19:12:27,USD,5.1029
16/06/2026 19:12:27,EUR,5.92066
16/06/2026 19:12:27,BTC,335032.0
16/06/2026 19:12:33,USD,5.1029
16/06/2026 19:12:33,EUR,5.92066
16/06/2026 19:12:33,BTC,335032.0
16/06/2026 19:12:38,USD,5.1029
16/06/2026 19:12:38,EUR,5.92066
16/06/2026 19:12:38,BTC,335032.0
16/06/2026 19:12:45,USD,5.1029
16/06/2026 19:12:45,EUR,5.92066
16/06/2026 19:12:45,BTC,335032.0
16/06/2026 19:12:51,USD,5.1029
16/06/2026 19:12:51,EUR,5.92066
16/06/2026 19:12:51,BTC,335032.0
16/06/2026 19:12:56,USD,5.1029
16/06/2026 19:12:56,EUR,5.92066
16/06/2026 19:12:56,BTC,335032.0
16/06/2026 19:13:02,USD,5.1029
16/06/2026 19:13:02,EUR,5.92066
16/06/2026 19:13:02,BTC,335032.0
16/06/2026 19:13:07,USD,5.1029
16/06/2026 19:13:07,EUR,5.92066
16/06/2026 19:13:07,BTC,335032.0
16/06/2026 19:13:13,USD,5.1029
16/06/2026 19:13:13,EUR,5.92066
16/06/2026 19:13:13,BTC,335032.0
16/06/2026 19:13:19,USD,5.1029
16/06/2026 19:13:19,EUR,5.92066
16/06/2026 19:13:19,BTC,335032.0
16/06/2026 19:13:25,USD,5.1029
16/06/2026 19:13:25,EUR,5.92066
16/06/2026 19:13:25,BTC,335032.0
16/06/2026 20:29:39,USD,5.1022
16/06/2026 20:29:39,EUR,5.92066
16/06/2026 20:29:39,BTC,335100.0
16/06/2026 20:29:46,USD,5.102
16/06/2026 20:29:46,EUR,5.92066
16/06/2026 20:29:46,BTC,334464.0
16/06/2026 20:29:51,USD,5.102
16/06/2026 20:29:51,EUR,5.92066
16/06/2026 20:29:51,BTC,334464.0
16/06/2026 20:29:57,USD,5.102
16/06/2026 20:29:57,EUR,5.92066
16/06/2026 20:29:57,BTC,334464.0
16/06/2026 20:30:02,USD,5.102
16/06/2026 20:30:02,EUR,5.92066
16/06/2026 20:30:02,BTC,334464.0
16/06/2026 20:30:08,USD,5.102
16/06/2026 20:30:08,EUR,5.92066
16/06/2026 20:30:08,BTC,334464.0
16/06/2026 20:30:13,USD,5.102
16/06/2026 20:30:13,EUR,5.92066
16/06/2026 20:30:13,BTC,334464.0
16/06/2026 20:30:19,USD,5.102
16/06/2026 20:30:19,EUR,5.92066
16/06/2026 20:30:19,BTC,334464.0
16/06/2026 20:30:24,USD,5.102
16/06/2026 20:30:24,EUR,5.92066
16/06/2026 20:30:24,BTC,334464.0
16/06/2026 20:30:30,USD,5.102
16/06/2026 20:30:30,EUR,5.92066
16/06/2026 20:30:30,BTC,334464.0
16/06/2026 20:30:35,USD,5.102
16/06/2026 20:30:35,EUR,5.92066
16/06/2026 20:30:35,BTC,334464.0
16/06/2026 20:30:41,USD,5.102
16/06/2026 20:30:41,EUR,5.92066
16/06/2026 20:30:41,BTC,334464.0
16/06/2026 20:30:47,USD,5.102
16/06/2026 20:30:47,EUR,5.92066
16/06/2026 20:30:47,BTC,334464.0
16/06/2026 20:30:52,USD,5.102
16/06/2026 20:30:52,EUR,5.92066
16/06/2026 20:30:52,BTC,334464.0
16/06/2026 20:30:58,USD,5.102
16/06/2026 20:30:58,EUR,5.92066
16/06/2026 20:30:58,BTC,334464.0
16/06/2026 20:31:04,USD,5.102
16/06/2026 20:31:04,EUR,5.92066
16/06/2026 20:31:04,BTC,334464.0
16/06/2026 20:31:09,USD,5.102
16/06/2026 20:31:09,EUR,5.92066
16/06/2026 20:31:09,BTC,334464.0
16/06/2026 20:31:15,USD,5.102
16/06/2026 20:31:15,EUR,5.92066
16/06/2026 20:31:15,BTC,334464.0
16/06/2026 20:31:20,USD,5.102
16/06/2026 20:31:20,EUR,5.92066
16/06/2026 20:31:20,BTC,334464.0
16/06/2026 20:31:26,USD,5.102
16/06/2026 20:31:26,EUR,5.92066
16/06/2026 20:31:26,BTC,334464.0
16/06/2026 20:31:31,USD,5.102
16/06/2026 20:31:31,EUR,5.92066
16/06/2026 20:31:31,BTC,334464.0
16/06/2026 20:31:37,USD,5.102
16/06/2026 20:31:37,EUR,5.92066
16/06/2026 20:31:37,BTC,334464.0
16/06/2026 20:31:42,USD,5.102
16/06/2026 20:31:42,EUR,5.92066
16/06/2026 20:31:42,BTC,334464.0
16/06/2026 20:31:48,USD,5.102
16/06/2026 20:31:48,EUR,5.92066
16/06/2026 20:31:48,BTC,334464.0
16/06/2026 20:31:54,USD,5.102
16/06/2026 20:31:54,EUR,5.92066
16/06/2026 20:31:54,BTC,334464.0
16/06/2026 20:31:59,USD,5.102
16/06/2026 20:31:59,EUR,5.92066
16/06/2026 20:31:59,BTC,334464.0
16/06/2026 20:32:05,USD,5.102
16/06/2026 20:32:05,EUR,5.92066
16/06/2026 20:32:05,BTC,334464.0
16/06/2026 20:32:11,USD,5.102
16/06/2026 20:32:11,EUR,5.92066
16/06/2026 20:32:11,BTC,334464.0
16/06/2026 20:32:16,USD,5.102
16/06/2026 20:32:16,EUR,5.92066
16/06/2026 20:32:16,BTC,334464.0
16/06/2026 20:32:22,USD,5.102
16/06/2026 20:32:22,EUR,5.92066
16/06/2026 20:32:22,BTC,334464.0
16/06/2026 20:32:27,USD,5.102
16/06/2026 20:32:27,EUR,5.92066
16/06/2026 20:32:27,BTC,334464.0
16/06/2026 20:32:33,USD,5.102
16/06/2026 20:32:33,EUR,5.92066
16/06/2026 20:32:33,BTC,334464.0
16/06/2026 20:32:38,USD,5.102
16/06/2026 20:32:38,EUR,5.92066
16/06/2026 20:32:38,BTC,334464.0
16/06/2026 20:32:44,USD,5.102
16/06/2026 20:32:44,EUR,5.92066
16/06/2026 20:32:44,BTC,334464.0
16/06/2026 20:32:50,USD,5.102
16/06/2026 20:32:50,EUR,5.92066
16/06/2026 20:32:50,BTC,334464.0
16/06/2026 20:32:55,USD,5.102
16/06/2026 20:32:55,EUR,5.92066
16/06/2026 20:32:55,BTC,334464.0
16/06/2026 20:33:01,USD,5.102
16/06/2026 20:33:01,EUR,5.92066
16/06/2026 20:33:01,BTC,334464.0
16/06/2026 20:33:06,USD,5.102
16/06/2026 20:33:06,EUR,5.92066
16/06/2026 20:33:06,BTC,334464.0
16/06/2026 20:33:12,USD,5.102
16/06/2026 20:33:12,EUR,5.92066
16/06/2026 20:33:12,BTC,334464.0
16/06/2026 20:33:17,USD,5.102
16/06/2026 20:33:17,EUR,5.92066
16/06/2026 20:33:17,BTC,334464.0
16/06/2026 20:33:23,USD,5.102
16/06/2026 20:33:23,EUR,5.92066
16/06/2026 20:33:23,BTC,334464.0
16/06/2026 20:33:29,USD,5.102
16/06/2026 20:33:29,EUR,5.92066
16/06/2026 20:33:29,BTC,334464.0
16/06/2026 20:33:35,USD,5.102
16/06/2026 20:33:35,EUR,5.92066
16/06/2026 20:33:35,BTC,334464.0
16/06/2026 20:33:41,USD,5.102
16/06/2026 20:33:41,EUR,5.92066
16/06/2026 20:33:41,BTC,334464.0
16/06/2026 20:33:46,USD,5.102
16/06/2026 20:33:46,EUR,5.92066
16/06/2026 20:33:46,BTC,334464.0
16/06/2026 20:33:52,USD,5.102
16/06/2026 20:33:52,EUR,5.92066
16/06/2026 20:33:52,BTC,334464.0
16/06/2026 20:33:57,USD,5.102
16/06/2026 20:33:57,EUR,5.92066
16/06/2026 20:33:57,BTC,334464.0
16/06/2026 20:34:03,USD,5.102
16/06/2026 20:34:03,EUR,5.92066
16/06/2026 20:34:03,BTC,334464.0
16/06/2026 20:34:09,USD,5.102
16/06/2026 20:34:09,EUR,5.92066
16/06/2026 20:34:09,BTC,334464.0
16/06/2026 20:34:14,USD,5.102
16/06/2026 20:34:14,EUR,5.92066
16/06/2026 20:34:14,BTC,334464.0
16/06/2026 20:34:20,USD,5.102
16/06/2026 20:34:20,EUR,5.92066
16/06/2026 20:34:20,BTC,334464.0
16/06/2026 20:34:26,USD,5.102
16/06/2026 20:34:26,EUR,5.92066
16/06/2026 20:34:26,BTC,334464.0
16/06/2026 20:34:31,USD,5.102
16/06/2026 20:34:31,EUR,5.92066
16/06/2026 20:34:31,BTC,334464.0
16/06/2026 20:34:37,USD,5.102
16/06/2026 20:34:37,EUR,5.92066
16/06/2026 20:34:37,BTC,334464.0
16/06/2026 20:34:42,USD,5.102
16/06/2026 20:34:42,EUR,5.92066
16/06/2026 20:34:42,BTC,334464.0
16/06/2026 20:34:48,USD,5.102
16/06/2026 20:34:48,EUR,5.92066
16/06/2026 20:34:48,BTC,334782.0
16/06/2026 20:34:53,USD,5.102
16/06/2026 20:34:53,EUR,5.92066
16/06/2026 20:34:53,BTC,334782.0
16/06/2026 20:34:59,USD,5.102
16/06/2026 20:34:59,EUR,5.92066
16/06/2026 20:34:59,BTC,334782.0
16/06/2026 20:35:05,USD,5.102
16/06/2026 20:35:05,EUR,5.92066
16/06/2026 20:35:05,BTC,334782.0
16/06/2026 20:35:10,USD,5.102
16/06/2026 20:35:10,EUR,5.92066
16/06/2026 20:35:10,BTC,334782.0
16/06/2026 20:35:16,USD,5.102
16/06/2026 20:35:16,EUR,5.92066
16/06/2026 20:35:16,BTC,334782.0
16/06/2026 20:35:21,USD,5.102
16/06/2026 20:35:21,EUR,5.92066
16/06/2026 20:35:21,BTC,334782.0
16/06/2026 20:35:27,USD,5.102
16/06/2026 20:35:27,EUR,5.92066
16/06/2026 20:35:27,BTC,334782.0
16/06/2026 20:35:32,USD,5.102
16/06/2026 20:35:32,EUR,5.92066
16/06/2026 20:35:32,BTC,334782.0
16/06/2026 20:35:38,USD,5.102
16/06/2026 20:35:38,EUR,5.92066
16/06/2026 20:35:38,BTC,334782.0
16/06/2026 20:35:44,USD,5.102
16/06/2026 20:35:44,EUR,5.92066
16/06/2026 20:35:44,BTC,334782.0
16/06/2026 20:35:49,USD,5.102
16/06/2026 20:35:49,EUR,5.92066
16/06/2026 20:35:49,BTC,334782.0
16/06/2026 20:35:55,USD,5.102
16/06/2026 20:35:55,EUR,5.92066
16/06/2026 20:35:55,BTC,334782.0
16/06/2026 20:36:01,USD,5.102
16/06/2026 20:36:01,EUR,5.92066
16/06/2026 20:36:01,BTC,334782.0
16/06/2026 20:36:06,USD,5.102
16/06/2026 20:36:06,EUR,5.92066
16/06/2026 20:36:06,BTC,334782.0
16/06/2026 20:36:12,USD,5.102
16/06/2026 20:36:12,EUR,5.92066
16/06/2026 20:36:12,BTC,334782.0
16/06/2026 20:36:17,USD,5.102
16/06/2026 20:36:17,EUR,5.92066
16/06/2026 20:36:17,BTC,334782.0
16/06/2026 20:36:23,USD,5.102
16/06/2026 20:36:23,EUR,5.92066
16/06/2026 20:36:23,BTC,334782.0
16/06/2026 20:36:29,USD,5.102
16/06/2026 20:36:29,EUR,5.92066
16/06/2026 20:36:29,BTC,334782.0
16/06/2026 20:36:35,USD,5.102
16/06/2026 20:36:35,EUR,5.92066
16/06/2026 20:36:35,BTC,334782.0
16/06/2026 20:36:40,USD,5.102
16/06/2026 20:36:40,EUR,5.92066
16/06/2026 20:36:40,BTC,334782.0
16/06/2026 20:36:46,USD,5.102
16/06/2026 20:36:46,EUR,5.92066
16/06/2026 20:36:46,BTC,334782.0
16/06/2026 20:36:51,USD,5.102
16/06/2026 20:36:51,EUR,5.92066
16/06/2026 20:36:51,BTC,334782.0
16/06/2026 20:36:57,USD,5.102
16/06/2026 20:36:57,EUR,5.92066
16/06/2026 20:36:57,BTC,334782.0
16/06/2026 20:37:03,USD,5.102
16/06/2026 20:37:03,EUR,5.92066
16/06/2026 20:37:03,BTC,334782.0
16/06/2026 20:37:08,USD,5.102
16/06/2026 20:37:08,EUR,5.92066
16/06/2026 20:37:08,BTC,334782.0
16/06/2026 20:37:14,USD,5.102
16/06/2026 20:37:14,EUR,5.92066
16/06/2026 20:37:14,BTC,334782.0
16/06/2026 20:37:19,USD,5.102
16/06/2026 20:37:19,EUR,5.92066
16/06/2026 20:37:19,BTC,334782.0
16/06/2026 20:37:25,USD,5.102
16/06/2026 20:37:25,EUR,5.92066
16/06/2026 20:37:25,BTC,334782.0
16/06/2026 20:37:30,USD,5.102
16/06/2026 20:37:30,EUR,5.92066
16/06/2026 20:37:30,BTC,334782.0
16/06/2026 20:37:36,USD,5.102
16/06/2026 20:37:36,EUR,5.92066
16/06/2026 20:37:36,BTC,334782.0
16/06/2026 20:37:42,USD,5.102
16/06/2026 20:37:42,EUR,5.92066
16/06/2026 20:37:42,BTC,334782.0
16/06/2026 20:37:47,USD,5.102
16/06/2026 20:37:47,EUR,5.92066
16/06/2026 20:37:47,BTC,334782.0
16/06/2026 20:37:53,USD,5.102
16/06/2026 20:37:53,EUR,5.92066
16/06/2026 20:37:53,BTC,334782.0
16/06/2026 20:37:58,USD,5.102
16/06/2026 20:37:58,EUR,5.92066
16/06/2026 20:37:58,BTC,334782.0
16/06/2026 20:38:04,USD,5.102
16/06/2026 20:38:04,EUR,5.92066
16/06/2026 20:38:04,BTC,334782.0
16/06/2026 20:38:10,USD,5.102
16/06/2026 20:38:10,EUR,5.92066
16/06/2026 20:38:10,BTC,334782.0
16/06/2026 20:38:15,USD,5.102
16/06/2026 20:38:15,EUR,5.92066
16/06/2026 20:38:15,BTC,334782.0
16/06/2026 20:38:21,USD,5.102
16/06/2026 20:38:21,EUR,5.92066
16/06/2026 20:38:21,BTC,334782.0
16/06/2026 20:38:26,USD,5.102
16/06/2026 20:38:26,EUR,5.92066
16/06/2026 20:38:26,BTC,334782.0
16/06/2026 20:38:32,USD,5.102
16/06/2026 20:38:32,EUR,5.92066
16/06/2026 20:38:32,BTC,334782.0
16/06/2026 20:38:38,USD,5.102
16/06/2026 20:38:38,EUR,5.92066
16/06/2026 20:38:38,BTC,334782.0
16/06/2026 20:38:44,USD,5.102
16/06/2026 20:38:44,EUR,5.92066
16/06/2026 20:38:44,BTC,334782.0
16/06/2026 20:38:50,USD,5.102
16/06/2026 20:38:50,EUR,5.92066
16/06/2026 20:38:50,BTC,334782.0
16/06/2026 20:38:55,USD,5.102
16/06/2026 20:38:55,EUR,5.92066
16/06/2026 20:38:55,BTC,334782.0
16/06/2026 20:39:01,USD,5.102
16/06/2026 20:39:01,EUR,5.92066
16/06/2026 20:39:01,BTC,334782.0
16/06/2026 20:39:06,USD,5.102
16/06/2026 20:39:06,EUR,5.92066
16/06/2026 20:39:06,BTC,334782.0
16/06/2026 20:39:13,USD,5.102
16/06/2026 20:39:13,EUR,5.92066
16/06/2026 20:39:13,BTC,334782.0
16/06/2026 20:39:19,USD,5.102
16/06/2026 20:39:19,EUR,5.92066
16/06/2026 20:39:19,BTC,334782.0
16/06/2026 20:39:24,USD,5.102
16/06/2026 20:39:24,EUR,5.92066
16/06/2026 20:39:24,BTC,334782.0
16/06/2026 20:39:30,USD,5.102
16/06/2026 20:39:30,EUR,5.92066
16/06/2026 20:39:30,BTC,334782.0
16/06/2026 20:39:35,USD,5.102
16/06/2026 20:39:35,EUR,5.92066
16/06/2026 20:39:35,BTC,334782.0
16/06/2026 20:39:41,USD,5.102
16/06/2026 20:39:41,EUR,5.92066
16/06/2026 20:39:41,BTC,334782.0
16/06/2026 20:39:46,USD,5.102
16/06/2026 20:39:46,EUR,5.92066
16/06/2026 20:39:46,BTC,334782.0
16/06/2026 20:39:52,USD,5.102
16/06/2026 20:39:52,EUR,5.92066
16/06/2026 20:39:52,BTC,335049.0
16/06/2026 20:39:57,USD,5.102
16/06/2026 20:39:57,EUR,5.92066
16/06/2026 20:39:57,BTC,335049.0
16/06/2026 20:40:03,USD,5.102
16/06/2026 20:40:03,EUR,5.92066
16/06/2026 20:40:03,BTC,335049.0
16/06/2026 20:40:09,USD,5.102
16/06/2026 20:40:09,EUR,5.92066
16/06/2026 20:40:09,BTC,335049.0
16/06/2026 20:40:15,USD,5.102
16/06/2026 20:40:15,EUR,5.92066
16/06/2026 20:40:15,BTC,335049.0
16/06/2026 20:40:20,USD,5.102
16/06/2026 20:40:20,EUR,5.92066
16/06/2026 20:40:20,BTC,335049.0
16/06/2026 20:40:26,USD,5.102
16/06/2026 20:40:26,EUR,5.92066
16/06/2026 20:40:26,BTC,335049.0
16/06/2026 20:40:31,USD,5.102
16/06/2026 20:40:31,EUR,5.92066
16/06/2026 20:40:31,BTC,335049.0
16/06/2026 20:40:37,USD,5.102
16/06/2026 20:40:37,EUR,5.92066
16/06/2026 20:40:37,BTC,335049.0
16/06/2026 20:40:42,USD,5.102
16/06/2026 20:40:42,EUR,5.92066
16/06/2026 20:40:42,BTC,335049.0
16/06/2026 20:40:48,USD,5.102
16/06/2026 20:40:48,EUR,5.92066
16/06/2026 20:40:48,BTC,335049.0
16/06/2026 20:40:53,USD,5.102
16/06/2026 20:40:53,EUR,5.92066
16/06/2026 20:40:53,BTC,335049.0
16/06/2026 20:40:59,USD,5.102
16/06/2026 20:40:59,EUR,5.92066
16/06/2026 20:40:59,BTC,335049.0
16/06/2026 20:41:04,USD,5.102
16/06/2026 20:41:04,EUR,5.92066
16/06/2026 20:41:04,BTC,335049.0
16/06/2026 20:41:10,USD,5.102
16/06/2026 20:41:10,EUR,5.92066
16/06/2026 20:41:10,BTC,335049.0
16/06/2026 20:41:16,USD,5.102
16/06/2026 20:41:16,EUR,5.92066
16/06/2026 20:41:16,BTC,335049.0
16/06/2026 20:41:21,USD,5.102
16/06/2026 20:41:21,EUR,5.92066
16/06/2026 20:41:21,BTC,335049.0
16/06/2026 20:41:27,USD,5.102
16/06/2026 20:41:27,EUR,5.92066
16/06/2026 20:41:27,BTC,335049.0
16/06/2026 20:41:32,USD,5.102
16/06/2026 20:41:32,EUR,5.92066
16/06/2026 20:41:32,BTC,335049.0
16/06/2026 20:41:38,USD,5.102
16/06/2026 20:41:38,EUR,5.92066
16/06/2026 20:41:38,BTC,335049.0
16/06/2026 20:41:43,USD,5.102
16/06/2026 20:41:43,EUR,5.92066
16/06/2026 20:41:43,BTC,335049.0
16/06/2026 20:41:49,USD,5.102
16/06/2026 20:41:49,EUR,5.92066
16/06/2026 20:41:49,BTC,335049.0
16/06/2026 20:41:55,USD,5.102
16/06/2026 20:41:55,EUR,5.92066
16/06/2026 20:41:55,BTC,335049.0
16/06/2026 20:42:00,USD,5.102
16/06/2026 20:42:00,EUR,5.92066
16/06/2026 20:42:00,BTC,335049.0
16/06/2026 20:42:06,USD,5.102
16/06/2026 20:42:06,EUR,5.92066
16/06/2026 20:42:06,BTC,335049.0
16/06/2026 20:42:12,USD,5.102
16/06/2026 20:42:12,EUR,5.92066
16/06/2026 20:42:12,BTC,335049.0
16/06/2026 20:42:17,USD,5.102
16/06/2026 20:42:17,EUR,5.92066
16/06/2026 20:42:17,BTC,335049.0
16/06/2026 20:42:23,USD,5.102
16/06/2026 20:42:23,EUR,5.92066
16/06/2026 20:42:23,BTC,335049.0
16/06/2026 20:42:28,USD,5.102
16/06/2026 20:42:28,EUR,5.92066
16/06/2026 20:42:28,BTC,335049.0
16/06/2026 20:42:34,USD,5.102
16/06/2026 20:42:34,EUR,5.92066
16/06/2026 20:42:34,BTC,335049.0
16/06/2026 20:42:39,USD,5.102
16/06/2026 20:42:39,EUR,5.92066
16/06/2026 20:42:39,BTC,335049.0
16/06/2026 20:42:45,USD,5.102
